1,1,1
2,2,1
3,3,1
4,4,1
5,5,2
6,6,2
7,7,2
8,8,1
9,9,1
10,10,1
11,11,1
12,12,1
13,13,2
14,14,2
15,15,1
16,16,1
17,17,1
18,18,1
19,19,1
20,20,2
21,21,1
22,22,1
23,23,1
24,24,1
25,25,1
26,26,1
27,27,1
28,28,1
29,29,1
30,30,1
31,31,2
32,32,1
33,33,1
34,34,1
35,35,1
36,36,1
37,37,2
38,38,1
39,39,2
40,40,2
41,41,1
42,42,1
43,43,2
44,44,1
45,45,1
46,46,1
47,47,1
48,48,1
49,49,3
50,50,1
51,51,1
52,52,1
53,53,2
54,54,2
55,55,2
56,56,2
57,57,2
58,58,1
59,59,1
60,60,1
61,61,2
62,62,1
63,63,3
64,64,1
65,65,2
66,66,2
67,67,1
68,68,2
69,69,1
70,70,1
71,71,1
72,72,1
73,73,1
74,74,2
75,75,1
76,76,2
77,77,1
78,78,3
79,79,1
80,80,3
81,81,2
82,82,2
83,83,1
84,84,1
85,85,1
86,86,1
87,87,2
88,88,1
89,89,2
90,90,1
91,91,1
92,92,1
93,93,2
94,94,2
95,95,2
96,96,2
97,97,2
98,98,2
99,99,2
100,100,2
101,101,1
102,102,2
103,103,1
104,104,1
105,105,3
106,106,2
107,107,1
108,108,1
109,109,1
110,110,1
111,111,1
112,112,3
113,113,2
114,114,2
115,115,1
116,116,1
117,117,2
118,118,2
119,119,3
120,120,1
121,121,1
122,122,1
123,123,1
124,124,1
125,125,2
126,126,2
127,127,1
128,128,1
129,129,1
130,130,2
131,131,2
132,132,1
133,133,1
134,134,1
135,135,1
136,136,2
137,137,2
138,138,1
139,139,2
140,140,1
141,141,2
142,142,1
143,143,3
144,144,1
145,145,1
146,146,1
147,147,1
148,148,1
149,149,2
150,150,1
151,151,2
152,152,1
153,153,2
154,154,1
155,155,1
156,156,2
157,157,1
158,158,2
159,159,1
160,160,2
161,161,3
162,162,2
163,163,1
164,164,1
165,165,1
166,166,1
167,167,1
168,168,3
169,169,2
170,170,2
171,171,2
172,172,3
173,173,2
174,174,1
175,175,2
176,176,1
177,177,1
178,178,1
179,179,1
180,180,1
181,181,1
182,182,2
183,183,1
184,184,1
185,185,2
186,186,1
187,187,3
188,188,2
189,189,2
190,190,1
191,191,2
192,192,1
193,193,1
194,194,1
195,195,1
196,196,1
197,197,1
198,198,2
199,199,2
200,200,2
201,201,2
202,202,2
203,203,1
204,204,3
205,205,2
206,206,2
207,207,1
208,208,3
209,209,1
210,210,1
211,211,2
212,212,2
213,213,2
214,214,1
215,215,2
216,216,1
217,217,1
218,218,1
219,219,1
220,220,2
221,221,1
222,222,1
223,223,1
224,224,3
225,225,2
226,226,1
227,227,2
228,228,2
229,229,2
230,230,2
231,231,3
232,232,2
233,233,4
234,234,3
235,235,3
236,236,2
237,237,1
238,238,2
239,239,1
240,240,3
241,241,1
242,242,2
243,243,3
244,244,2
245,245,3
246,246,3
247,247,2
248,248,1
249,249,2
250,250,2
251,251,4
252,252,2
253,253,1
254,254,1
255,255,2
256,256,2
257,257,1
258,258,2
259,259,3
260,260,2
261,261,2
262,262,1
263,263,1
264,264,2
265,265,1
266,266,1
267,267,2
268,268,1
269,269,1
270,270,1
271,271,1
272,272,1
273,273,1
274,274,2
275,275,1
276,276,3
277,277,1
278,278,3
279,279,2
280,280,1
281,281,3
282,282,1
283,283,1
284,284,3
285,285,1
286,286,1
287,287,1
288,288,3
289,289,1
290,290,3
291,291,2
292,292,1
293,293,1
294,294,2
295,295,1
296,296,1
297,297,1
298,298,2
299,299,2
300,300,3
301,301,1
302,302,2
303,303,1
304,304,1
305,305,1
306,306,2
307,307,1
308,308,4
309,309,1
310,310,3
311,311,4
312,312,2
313,313,2
314,314,1
315,315,1
316,316,1
317,317,2
318,318,2
319,319,3
320,320,2
321,321,2
322,322,2
323,323,1
324,324,2
325,325,2
326,326,1
327,327,2
328,328,3
329,329,2
330,330,2
331,331,1
332,332,1
333,333,4
334,334,2
335,335,2
336,336,2
337,337,1
338,338,2
339,339,2
340,340,2
341,341,1
342,342,1
343,343,1
344,344,1
345,345,2
346,346,1
347,347,2
348,348,3
349,349,1
350,350,1
351,351,1
352,352,4
353,353,2
354,354,3
355,355,1
356,356,2
357,357,1
358,358,2
359,359,2
360,360,1
361,361,2
362,362,2
363,363,2
364,364,3
365,365,2
366,366,2
367,367,2
368,368,1
369,369,2
370,370,2
371,371,2
372,372,1
373,373,1
374,374,2
375,375,1
376,376,2
377,377,2
378,378,2
379,379,2
380,380,2
381,381,2
382,382,1
383,383,1
384,384,1
385,385,2
386,386,2
387,387,1
388,388,2
389,389,2
390,390,3
391,391,3
392,392,3
393,393,1
394,394,2
395,395,1
396,396,1
397,397,3
398,398,1
399,399,1
400,400,1
401,401,2
402,402,2
403,403,2
404,404,2
405,405,2
